# Scan Time    : Fri, 18 Mar 2022 11:42:53 +0000 (GMT) +834035000 nsec
# Board Lane   : 7
# Board Loc    : BTOF - Northwest
# SiPM Biases  :  58.265  58.216  58.422  58.633
# SiPM Currents:   2.085   1.961   2.081   2.146
#
1 -1 101.7 0.00010 0.00010 1.21000      0          0.0 999.9990
1 -1 101.7 0.00030 0.00029 1.21000      0          0.0 999.9990
1  0  26.4 0.02630 0.02627 0.01617   2482     153483.3 0.0201
1  0  26.4 0.02650 0.02646 0.01617   2320     143465.5 0.0208
1  0  26.4 0.02670 0.02666 0.01734   2300     132627.3 0.0209
1  0  26.4 0.02690 0.02686 0.01845   2240     121377.9 0.0211
1  0  26.4 0.02710 0.02715 0.02073   2306     111232.9 0.0208
1  0  26.4 0.02730 0.02734 0.02073   2232     107663.4 0.0212
1  0  26.4 0.02750 0.02754 0.02258   2222      98402.0 0.0212
1  0  26.4 0.02770 0.02773 0.02385   2236      93763.4 0.0211
1  0  26.4 0.02790 0.02793 0.02481   2244      90456.9 0.0211
1  0  26.4 0.02810 0.02813 0.02590   2244      86657.3 0.0211
1  0  26.4 0.02830 0.02832 0.02808   2254      80279.7 0.0211
1  0  26.4 0.02850 0.02852 0.02941   2302      78271.0 0.0208
1  0  26.4 0.02870 0.02871 0.03108   2422      77925.3 0.0203
1  0  26.4 0.02890 0.02891 0.03188   2306      72323.3 0.0208
1  0  26.5 0.02910 0.02910 0.03229   2232      69121.7 0.0212
1  0  26.5 0.02930 0.02930 0.03470   2336      67328.6 0.0207
1  0  26.5 0.02950 0.02949 0.03615   2224      61524.7 0.0212
1  0  26.5 0.02970 0.02969 0.03804   2296      60354.9 0.0209
1  0  26.5 0.02990 0.02988 0.04052   2236      55180.1 0.0211
1  0  26.5 0.03010 0.03008 0.04168   2298      55136.2 0.0209
